cluster_id,centroid_lat,centroid_lon,student_count,avg_distance,max_distance,reachability_percentage
0,12.999423443063757,80.26929811120768,3,0.7483333333333334,0.885,100.0
1,12.844894864014991,79.69910819913197,17,0.4909411764705882,0.97,100.0
2,13.06536713676173,80.1121988920197,6,0.7298333333333334,0.978,75.0
3,12.938659933483976,80.14852404292775,19,0.6429473684210527,0.92,90.47619047619048
4,13.108087595652849,80.18268017657049,23,0.37786956521739135,0.912,85.18518518518519
5,12.890985421721544,80.08142303749389,3,0.3546666666666667,0.5,75.0
6,13.09246482950247,79.65893774756915,12,0.18666666666666665,0.709,92.3076923076923
7,13.139755002256875,79.9074202751642,12,0.5603333333333333,0.996,92.3076923076923
8,13.050614978257476,80.20729640439457,9,0.6604444444444445,0.998,75.0
9,13.124057872042084,80.28937124904297,20,0.26264999999999994,0.911,90.9090909090909
10,13.111448186855503,80.10874230385222,22,0.21863636363636366,0.62,91.66666666666666
11,13.129410865947094,80.21655062349468,12,0.6902499999999999,0.962,60.0
12,13.296861040457358,80.15207719020178,3,0.573,0.938,50.0
13,12.617288375905451,79.75971377567042,5,0.33879094682738825,0.35070234336361844,83.33333333333334
14,12.922867205221747,79.56782168229034,8,0.4680881880903671,0.805388895680124,100.0
15,12.692900267461566,79.97816756826107,12,0.5058442183339289,0.9277948020826956,100.0
16,13.11206212841135,80.0294306691289,5,0.762079192656359,0.9775805714330844,71.42857142857143
17,12.961552420448962,80.19912761068962,9,0.15216112793766376,0.43421366100804937,100.0
18,12.66358328871622,79.54038432336567,5,0.3707612313234153,0.85480095027487,62.5
19,13.067837206026761,80.24146028969014,8,0.44310941692905204,0.7974607053136791,88.88888888888889
20,13.333884322884115,79.89151002861915,8,0.189156017274915,0.3620130171237279,100.0
21,13.07879862366313,80.18038448064968,41,0.2559177250358529,0.8578191219073529,97.61904761904762
22,13.211649312942336,80.27197587890772,6,0.28542039966835636,0.5139913634146421,100.0
23,12.7936206903995,79.81861855991455,8,0.4454317231714592,0.9409509662597505,88.88888888888889
24,13.108957722297339,79.42440409027519,4,0.6183546555963415,0.6642983609215525,66.66666666666666
25,13.03340677687539,79.85344374518247,5,0.01538367892563186,0.018652754953235418,100.0
26,13.042088820464485,80.16974471868384,18,0.521264618944308,0.9514875310367644,90.0
27,12.784625279194879,80.21722598649542,2,0.5598270283808957,0.9995016713883087,66.66666666666666
28,13.030699199505026,80.04303029779102,4,0.6560623622868214,0.8616018470550708,80.0
29,12.977849207987791,80.13011853785434,25,0.5243641796805123,0.9552591779618788,92.5925925925926
30,13.190581780858082,80.1886418948283,8,0.5253824109701087,0.7884160505599916,80.0
31,13.121294427886664,80.14743288933289,56,0.3046283393263538,0.9831139976271532,98.24561403508771
32,12.842500143202404,80.05814623824077,5,0.5146329479018596,0.645957337574154,100.0
33,13.148819778067091,80.29865112713378,13,0.3411145750808291,0.7361743866453595,100.0
34,13.035129152538127,80.13673801152542,12,0.456136013951747,0.980471652029717,100.0
35,13.276724630796464,80.26153648253717,6,0.4751891521176785,0.8198463609376971,85.71428571428571
36,13.098939948889146,80.22776538264105,6,0.31217575538131714,0.5249440248727021,100.0
37,13.165893446717806,80.2464456627376,6,0.5144636605446699,0.7409581358911864,85.71428571428571
38,13.110848072591471,79.91821611758509,6,0.5553024095420867,0.905344503776694,100.0
39,12.966822770929323,79.94980732773134,9,0.5287522218936972,0.912101356993855,100.0
40,12.99397835777557,80.21589116703062,6,0.3570296945540918,0.5471627543658244,100.0
41,13.145794245053196,80.05826140955051,2,0.00025259064029881984,0.00025259064157313605,100.0
