cluster_id,centroid_lat,centroid_lon,student_count,avg_distance,max_distance,reachability_percentage
0,13.094513362886335,80.19868760020842,14,0.44735714285714284,0.77,77.77777777777779
1,12.874703042749035,79.62146491459461,2,0.399,0.522,100.0
2,13.124918246220414,79.91194749059646,17,0.5135882352941177,0.989,77.27272727272727
3,13.094563998680403,79.65934237093974,17,0.4336470588235294,0.705,68.0
4,13.099599040813692,80.13677486223766,12,0.5059166666666667,0.7,100.0
5,12.692958305965565,79.9787564446774,8,0.52175,0.562,100.0
6,13.041530638489261,80.17915082548842,13,0.5431538461538461,0.95,76.47058823529412
7,12.824861468569509,79.70762522308543,11,0.4974545454545454,0.714,64.70588235294117
8,13.262311404406551,80.27118668594673,2,0.6415,0.794,40.0
9,13.103271478695586,80.27774235957928,8,0.5963750000000001,0.704,100.0
10,12.919644287499999,80.1971088375,2,0.426,0.426,25.0
11,13.035716838468742,80.23496237857621,3,0.3606666666666667,0.512,25.0
12,12.887142409158338,80.02171215471512,2,0.504,0.942,25.0
13,13.333344542542454,79.8908942108793,6,0.28,0.498,100.0
14,13.16432812672244,80.256195645857,6,0.30016666666666664,0.403,100.0
15,13.034398243075138,80.11246865620888,7,0.743142857142857,0.998,53.84615384615385
16,12.951494072090718,79.9408236463961,6,0.4146728093884626,0.857165510400862,75.0
17,12.977327143638599,80.20518646934822,9,0.6443852567613365,0.8963620914091561,64.28571428571429
18,13.248081565192782,80.15866566403407,4,0.30553777367274554,0.4843325927351795,66.66666666666666
19,13.129390113096035,80.15834715001337,20,0.38769940213436277,0.8726343097750114,86.95652173913044
20,12.918110949824795,80.07701901322979,16,0.524144958747982,0.9427440296162497,88.88888888888889
21,13.111774114605522,80.1089202712204,13,0.2945684564747085,0.7214648172366308,100.0
22,13.122001222910272,80.22288173877199,27,0.36141714625757837,0.8172915755801151,96.42857142857143
23,13.339641413797091,80.21742239614095,2,0.6555830412944699,0.6555830412944699,66.66666666666666
24,12.794277491930433,79.81914643976735,6,0.4786993515672903,0.9350936925461889,85.71428571428571
25,13.074444523357714,80.21986357305813,10,0.4526532679959357,0.8830142881025569,83.33333333333334
26,12.861795070422758,80.06671363812818,2,0.5609276767639713,0.6155676576107036,66.66666666666666
27,13.081903609139998,80.1676056672166,44,0.44002214540989476,0.9222266137045866,100.0
28,13.151679587143935,80.06867133021125,6,0.34592312044793944,0.8794904175147384,85.71428571428571
29,12.7853719,80.22091950000001,2,0.42641903207869464,0.4264198858292188,100.0
30,13.011450449228358,80.0038025916875,10,0.5000196309043226,0.885048758124965,100.0
31,13.033418257616994,79.85349609142435,3,0.014869971652012282,0.022304959161184874,100.0
32,13.177513351323082,79.61280944771899,8,0.6358237312999342,0.9898399229523559,80.0
33,12.906886141805904,80.15682737574399,5,0.5350994334635529,0.8269285525825201,83.33333333333334
34,13.058361308509596,80.27305947184652,22,0.39728452300952716,0.8773380779815065,81.48148148148148
35,13.149802691115394,80.29891192717626,11,0.4112832187660242,0.9830326419544853,100.0
36,13.032786543751335,80.1619469878612,21,0.4093938838229329,0.9371516350457305,80.76923076923077
37,12.9774894821534,80.25899244214418,7,0.4288959064527935,0.9589164836664451,77.77777777777779
38,13.189620064937653,80.18845493244912,6,0.6163731367067113,0.9134599684185087,85.71428571428571
39,13.41110320297646,80.11823545499152,2,0.17931573993423477,0.17931579384237384,100.0
40,12.80472038006653,80.0301066078442,3,0.8129685780872168,0.9363626466920982,60.0
41,13.10061159957477,80.2529573892062,14,0.5412094380288416,0.9798352047550954,66.66666666666666
42,13.119789247032214,80.07702087790139,12,0.3445927815660945,0.6869590285286447,92.3076923076923
43,13.048856524418111,80.08617752897496,19,0.4463903758144872,0.9397561751961407,82.6086956521739
44,13.024530543718235,80.20772565858468,9,0.7556787322390234,0.9607972965071564,75.0
45,13.070853285303041,80.12333483652337,9,0.44933766309738804,0.8753917904464193,90.0
46,13.128226808473876,80.12543552266264,9,0.2152530167512884,0.5688634755676343,100.0
47,12.969339865511142,80.18487424605526,8,0.5036041166233121,0.9037609593346956,80.0
48,13.136957681452863,80.20472625701957,15,0.47928554800250633,0.828089461832147,88.23529411764706
49,13.000728355152184,80.13049072331812,2,0.24496009724227497,0.24496012063372208,100.0
50,13.037430301221608,80.134394647127,29,0.29695199683573786,0.7388491375492555,96.66666666666667
51,12.818088411560955,79.69240787057203,19,0.27145505940700054,0.7925204028705675,100.0
52,13.082746549581374,79.90867456878642,10,0.6184002535315174,0.925320846578686,90.9090909090909
53,12.973547938792668,80.13587418106637,20,0.35258141390102854,0.786945034130698,100.0
54,13.033897979850956,80.27359599879817,9,0.6295270074866244,0.9405875764870422,56.25
55,13.185386747668526,80.3096541787223,8,0.6778844285288037,0.9339488999970229,88.88888888888889
56,13.086028445341269,80.19168572079508,31,0.42892924940131816,0.8601327227469925,96.875
57,13.109892548836735,79.95521820602762,2,0.6825869761147745,0.6930281435679179,66.66666666666666
58,13.043853743336754,80.19020637251616,28,0.6063532737015376,0.9010714602446809,96.55172413793103
59,13.118954079603736,80.02844575248893,4,0.44804023835601947,0.8278937380620847,40.0
60,13.176511354439345,80.02230991771056,3,0.39098201437552266,0.39098201437552266,75.0
61,13.121328626497597,80.14696768004569,43,0.32302866153837934,0.9456126544768211,93.47826086956522
62,13.152014685673123,79.8919166053927,4,0.4369366505044207,0.8189315019590925,100.0
63,12.803504251405757,79.76961778722054,5,0.4296852218856767,0.8009642747148389,83.33333333333334
64,12.998229937475061,80.11002803352805,6,0.49556567656245365,0.9755875296782455,66.66666666666666
65,12.928955810891178,80.10790847295013,8,0.5883567469305304,0.7304567969959483,80.0
66,13.057017413594444,80.21313691812884,17,0.534083240579402,0.9652126803754177,94.44444444444444
67,13.319755750379102,80.18263742294594,5,0.02886419959965563,0.062020671291189794,100.0
68,13.133440535985661,80.25606774628437,11,0.6596571438163172,0.9705104574502469,84.61538461538461
69,13.106370816782249,80.18343259401716,17,0.4391848311861916,0.9493314677611562,73.91304347826086
70,12.922570653625332,80.16151437179565,7,0.24049252519439998,0.42783875819962786,87.5
71,12.899698700000007,79.67729805717775,2,0.6539162564793465,0.6539162564793465,66.66666666666666
72,13.14160618547001,80.22979102644983,6,0.7563144099499736,0.9124759573913065,85.71428571428571
