cluster_number,original_lat,original_lon,snapped_lat,snapped_lon,route_name,route_type,route_id,snap_distance_meters,num_students
0,12.979299884584083,80.20207876117276,12.980616,80.1987266,Highway_unknown,highway,,391.59,9
1,12.835959901231208,79.70352937573816,12.8357005,79.7037506,Highway_unknown,highway,,37.51,16
2,13.135986973891692,80.20623746971731,13.1371998,80.2079868,Highway_unknown,highway,,232.53,12
4,12.920688345740912,80.09199429240964,12.9213733,80.0919199,Highway_unknown,highway,,76.59,15
5,13.096051363643952,79.65823436278201,13.0959165,79.6581363,Highway_unknown,highway,,18.38,17
6,13.05297616972528,80.20954527992379,13.0537998,80.2115631,Highway_unknown,highway,,236.99,9
7,13.050028782651475,80.09190021204857,13.0510866,80.0894383,Highway_unknown,highway,,291.47,18
8,13.208578250000002,80.273267175,13.2090883,80.2710316,Highway_unknown,highway,,248.56,2
10,13.128511836484028,80.12986515348025,13.1308033,80.1301833,Highway_unknown,highway,,257.12,13
11,13.074790684700242,80.26712119005573,13.0759816,80.267425,Highway_unknown,highway,,136.45,5
12,12.919917716863562,80.15339257448555,12.9197716,80.1522683,Highway_unknown,highway,,122.93,2
14,13.332893181519538,79.89848219503979,13.3355331,79.8972702,Highway_unknown,highway,,321.5,4
15,13.020497015806436,80.14400528692273,13.0204832,80.1439666,Highway_unknown,highway,,4.46,10
16,13.119964283233946,80.08409782893803,13.118895,80.08408833333333,Highway_unknown,highway,,118.9,3
17,12.998966400811025,80.26514580627857,13.000603333333334,80.25635666666666,Highway_unknown,highway,,969.5,3
18,13.078772628773644,80.17959406102608,13.078195,80.179775,Highway_unknown,highway,,67.15,31
19,13.09790221213405,80.23438355021976,13.0984663,80.2344989,Highway_unknown,highway,,63.96,18
20,12.661194841306449,79.54040608540848,12.6646828,79.5404338,Highway_unknown,highway,,387.85,2
21,13.132315907100606,80.25615678688489,13.13235,80.258775,Highway_unknown,highway,,283.54,12
22,12.819094242289404,79.72615871352978,12.820393333333334,79.725735,Highway_unknown,highway,,151.58,8
23,13.180488198257724,79.6133507866974,13.1831133,79.614725,Highway_unknown,highway,,327.63,10
24,12.694912015773854,79.97718768003891,12.6953983,79.9779266,Highway_unknown,highway,,96.69,7
25,12.976826500013866,80.12786640721866,12.9776433,80.1305266,Highway_unknown,highway,,302.22,9
26,13.11955956213383,80.02845710929037,13.11977,80.02923,Highway_unknown,highway,,86.91,8
27,12.7941538489832,79.81778244920898,12.7941501,79.8179149,Highway_unknown,highway,,14.37,9
28,13.135008619545191,80.29147698688291,13.1334583,80.2969566,Highway_unknown,highway,,617.9,7
30,13.070567395798562,80.14145791124746,13.0658433,80.1375549,Highway_unknown,highway,,674.28,5
33,13.104718565138006,80.20330791374961,13.1038331,80.2034854,Highway_unknown,highway,,100.32,20
34,13.032512976718534,80.16496162657498,13.031828333333332,80.164545,Highway_unknown,highway,,88.5,19
35,13.021961719947656,79.67703168800566,13.021735,79.67722,Highway_unknown,highway,,32.43,3
36,13.276979495248884,80.25938966175502,13.2770001,80.2599906,Highway_unknown,highway,,65.08,5
37,13.184688725727847,80.31155452263181,13.1849416,80.3115616,Highway_unknown,highway,,28.13,8
38,13.132354057246438,80.16934394091956,13.1320833,80.1693216,Highway_unknown,highway,,30.2,11
39,12.960985880148169,79.94787285536947,12.9631829,79.9471807,Highway_unknown,highway,,255.55,5
40,13.194427826233458,80.18142862098756,13.1943733,80.1831416,Highway_unknown,highway,,185.55,6
41,13.025027729761629,80.20843548199615,13.0253159,80.2070713,Highway_unknown,highway,,151.22,12
42,13.11644728992774,80.22516055951901,13.1165337,80.2250003,Highway_unknown,highway,,19.84,29
43,13.088162854709935,80.10977231793058,13.0883836,80.1086616,Highway_unknown,highway,,122.78,10
44,13.108415526909358,80.156415745002,13.108441666666666,80.15223333333333,Highway_unknown,highway,,452.95,14
45,12.99791149460829,80.09684976987039,12.998173333333334,80.096955,Highway_unknown,highway,,31.27,13
46,12.92338274573713,80.1990213484833,12.9233933,80.1975166,Highway_unknown,highway,,163.09,4
47,13.066644679515797,80.2266894764055,13.0673883,80.2274233,Highway_unknown,highway,,114.69,17
48,13.083120924774262,79.9085537274305,13.0826854,79.9084472,Highway_unknown,highway,,49.78,10
49,12.982814508294338,80.22791530876529,12.9807866,80.2290316,Highway_unknown,highway,,255.88,8
51,13.045657202394873,80.19030779653028,13.0464828,80.1903343,Highway_unknown,highway,,91.85,26
52,12.937737767945093,80.12649228388648,12.936875,80.1277783,Highway_unknown,highway,,169.2,3
53,13.057084979094556,80.27389105572978,13.05691,80.2740366,Highway_unknown,highway,,25.04,18
54,12.803534296760535,79.76844155124085,12.8042829,79.768548,Highway_unknown,highway,,84.04,8
55,13.066273148605934,80.03172294619442,13.069266666666667,80.03493,Highway_unknown,highway,,481.11,3
56,12.820970378765535,79.69273853265958,12.8189826,79.6938037,Highway_unknown,highway,,249.38,20
57,13.119622462599548,80.25768078897578,13.1189501,80.2573204,Highway_unknown,highway,,84.34,11
59,13.112849221869595,80.10632991507133,13.1133683,80.1082583,Highway_unknown,highway,,216.66,18
60,12.861802692979968,80.07211625498516,12.8613983,80.0729316,Highway_unknown,highway,,99.17,4
61,13.038920360772238,80.13206915292272,13.0392003,80.1321601,Highway_unknown,highway,,32.65,24
62,13.00571215892063,80.00226231537472,13.0072832,80.0030994,Highway_unknown,highway,,196.83,2
63,13.298169283238249,80.15174044770724,13.2980072,80.151844,Highway_unknown,highway,,21.22,3
64,13.134964150418496,79.96226978673602,13.132665,79.96245,Highway_unknown,highway,,256.4,3
65,12.993262675540096,80.2034680531891,12.994883,80.2041339,Highway_unknown,highway,,194.08,13
66,13.106457582671712,80.27933303918716,13.103895,80.2735683,Highway_unknown,highway,,686.27,8
67,12.940583741665131,80.18414572676043,12.9407283,80.1830033,Highway_unknown,highway,,124.84,8
68,13.062095779387317,80.15061304524542,13.062067,80.150547,Highway_unknown,highway,,7.84,14
69,13.027075495432154,80.11008109958935,13.0268433,80.1105833,Highway_unknown,highway,,60.22,7
70,12.970254591988642,80.25799208590357,12.970676666666666,80.25800833333334,Highway_unknown,highway,,46.97,6
71,13.035838505541689,80.21846327887059,13.032276666666666,80.21887666666667,Highway_unknown,highway,,398.58,15
72,13.083415144318709,80.19175392075125,13.0871999,80.1925468,Highway_unknown,highway,,429.52,24
73,13.143608232394373,80.23746057219157,13.1435233,80.23742,Highway_unknown,highway,,10.42,7
74,12.939548282161226,80.14596484989237,12.9412166,80.146465,Highway_unknown,highway,,193.26,16
75,13.081703672408276,80.2096173510548,13.0826497,80.2098464,Highway_unknown,highway,,108.08,17
76,13.119576961358032,80.2100366238247,13.1260502,80.2070999,Highway_unknown,highway,,786.92,24
77,13.11859532252645,80.28830451835383,13.1174533,80.2929599,Highway_unknown,highway,,519.89,28
78,13.16639975578425,80.30142390981476,13.1659783,80.3037699,Highway_unknown,highway,,258.29,8
79,13.14047618617252,79.90738390256124,13.1402838,79.9070119,Highway_unknown,highway,,45.61,6
80,13.151559374514022,80.06888819633502,13.1522233,80.0687483,Highway_unknown,highway,,75.36,5
81,12.88105183975915,79.9353527565319,12.8810667,79.9357318,Highway_unknown,highway,,41.12,2
82,12.7885976,79.67249494999999,12.7886664,79.6766185,Highway_unknown,highway,,447.21,2
83,12.809856891768424,79.7079183371646,12.8103327,79.7078466,Highway_unknown,highway,,53.48,10
84,13.08010611218334,79.67136672248938,13.0765998,79.6699523,Highway_unknown,highway,,418.9,4
85,12.900606798040345,79.46022533028344,12.90075,79.4604083,Highway_unknown,highway,,25.43,2
86,13.124315899121356,80.00301541437977,13.125096666666666,80.00303,Highway_unknown,highway,,86.83,7
87,13.139018266484747,80.10448482938328,13.1392316,80.1038716,Highway_unknown,highway,,70.51,7
88,13.166481115468455,80.25312773930001,13.1657671,80.2527046,Highway_unknown,highway,,91.67,5
89,13.061090635110508,80.10791370149714,13.0571162,80.1072311,Highway_unknown,highway,,448.08,4
91,13.043191495178302,80.17409541994608,13.0418837,80.174961,Highway_unknown,highway,,173.03,15
92,13.082133606531412,80.25010390328623,13.081941666666667,80.24966166666667,Highway_unknown,highway,,52.44,12
93,13.096483825403316,80.14357695062218,13.097495,80.143447,Highway_unknown,highway,,113.31,10
96,12.968995629137426,80.1852427046515,12.9693783,80.186165,Highway_unknown,highway,,108.62,8
97,13.045296612811518,80.25289249612776,13.0506933,80.2504883,Highway_unknown,highway,,654.16,4
99,13.081961096009923,80.16820582432632,13.0821168,80.1680564,Highway_unknown,highway,,23.7,30
100,13.110682943626376,79.918544724346,13.1104493,79.9183177,Highway_unknown,highway,,35.77,7
101,13.120883714835117,80.14710593074837,13.121966666666667,80.14751333333334,Highway_unknown,highway,,128.25,31
102,13.1198666692884,80.06917585984996,13.1198333,80.0692416,Highway_unknown,highway,,8.03,9
103,13.05398253373193,80.12548269643555,13.0549502,80.1250171,Highway_unknown,highway,,118.83,6
105,13.103770369307574,80.25355634899235,13.1038999,80.2531242,Highway_unknown,highway,,48.97,8
106,13.0209736696966,80.23476083799036,13.026105,80.23132,Highway_unknown,highway,,681.55,2
107,13.04817245316435,80.0575939484815,13.0422663,80.0606536,Highway_unknown,highway,,735.63,2
108,13.106095575656823,80.18212292970978,13.108083333333331,80.18207333333334,Highway_unknown,highway,,221.09,8
109,13.047159101081885,80.11294926787122,13.047566666666668,80.11209333333333,Highway_unknown,highway,,103.2,16
