cluster_id,centroid_lat,centroid_lon,student_count,avg_distance,max_distance,reachability_percentage
0,13.085628648744459,80.24448834530527,16,0.3509375,0.963,72.72727272727273
1,13.084765854676442,80.25014513109575,3,0.2293333333333333,0.249,30.0
2,13.0407166,80.0248477,2,0.0,0.0,100.0
3,12.844714772338952,79.70024391603759,10,0.28150000000000003,0.487,100.0
4,12.844475435656593,79.69683044223987,13,0.28538461538461535,0.745,100.0
5,12.937212622756848,80.14612349387458,9,0.39344444444444443,0.826,69.23076923076923
6,12.93973436175006,80.15121313426313,23,0.3742608695652174,0.989,95.83333333333334
7,13.061561065280825,80.14691256306392,5,0.40499999999999997,0.435,33.33333333333333
8,13.061538368769936,80.15268552324261,13,0.43692307692307697,0.956,72.22222222222221
9,13.093137033709409,79.65973230337325,32,0.38553125,0.909,88.88888888888889
10,13.09867780808302,79.65524680131699,17,0.3019411764705882,0.671,94.44444444444444
12,13.130696573678614,80.1316489273865,41,0.16702439024390245,0.853,100.0
15,13.123644027919914,79.91146337285997,41,0.31375609756097567,0.985,100.0
16,13.12643656046641,79.91784894256408,6,0.4581666666666666,0.933,100.0
17,13.12136524425087,79.91789536807288,3,0.305,0.336,100.0
18,12.980743563749575,80.2290281668474,12,0.6263333333333333,0.91,70.58823529411765
19,12.984573534435112,80.22286715158843,15,0.4058,0.69,100.0
20,13.084411662876425,80.2038748900361,12,0.2734166666666667,0.461,100.0
21,13.084933126234523,80.20966716002349,30,0.23786666666666664,0.916,96.7741935483871
22,13.0855985980953,80.21450717686427,3,0.4346666666666667,0.643,100.0
23,12.964827183246555,79.94684999746458,2,0.68,0.929,20.0
25,13.211242444323123,80.2717986866048,7,0.2995714285714285,0.524,87.5
26,13.200253424858225,80.17418115601117,3,0.7756666666666666,0.966,20.0
27,13.031240273189445,80.21576108610199,12,0.297,0.632,100.0
28,13.036784795308744,80.2162829372938,15,0.41513333333333335,0.785,78.94736842105263
29,13.119762201876762,80.06492298595569,14,0.4862857142857143,0.935,70.0
30,13.04613561168966,80.07925960298103,13,0.484923076923077,0.963,68.42105263157895
31,13.146464228954606,80.24083351810242,15,0.344,0.847,88.23529411764706
32,13.140744945295854,80.23561663428015,5,0.4112,0.446,71.42857142857143
33,13.027952560449966,80.12190727497291,2,0.514,0.825,33.33333333333333
34,12.691013697215062,79.98063202939878,3,0.012000000000000002,0.017,75.0
35,13.333607215414087,79.89139198498683,11,0.2246363636363637,0.561,100.0
36,13.084173761196556,80.27787704780697,2,0.585,0.962,50.0
37,12.793785871110337,79.81879509758694,9,0.38033333333333336,0.822,75.0
39,13.124863137898457,80.20542401261257,14,0.2487142857142857,0.429,87.5
40,13.122745759208733,80.20198019423668,21,0.24300000000000002,0.609,72.41379310344827
41,13.128283973425738,80.1993887688046,5,0.6376,0.848,100.0
42,13.0086519,79.84087869999999,2,0.0,0.0,100.0
