user,bus_no,boarding_point_name,pincode,latitude,longitude,address
2987,35C,Sivanthangal,600069,13.010763922561404,80.1020592796648,"15, Sivanthangal, Kundrathur, Chennai, Sikkarayapuram, Tamil Nadu 600069, India"
5707,32c,Ekkatuthangal ,600032,13.0177153,80.2056743,"27, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032, India"
3994,7,"Vgn apartments,irungattukottai,chennai",602109,12.9948978,80.00147059999999,"X2V2+XH5, Irungattukottai, Tamil Nadu 602117, India"
1757,7A,Bata showroom ,600040,13.0947375,80.2039494,"1339, 18th Main Rd, Aishwarya Colony, Thiruvalluvar Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India"
1747,28,Sekar emporium,600024,13.045475796361858,80.22098104713464,"8/1, Samiyar Madam, Kodambakkam, Chennai, Tamil Nadu 600024, India"
980,0,Thandalam,602105,13.0146027,80.0035331,"100/1C, near Katrambakkam, Thandal, Thandalam, Mevalurkuppam, Tamil Nadu 602105, India"
2793,9C,DR super market ,600095,13.06969102861243,80.15977993815758,"200ft bye pass, Service Rd, Maduravoyal, Chennai, Tamil Nadu 600095, India"
8140,15A,Thiruverkadu bus stand,600077,13.069187496046602,80.12399675009797,"27, Paruttippattu, Karpagambal Nagar, Thambusamy Nagar, Thiruverkadu, Chennai, Tamil Nadu 600077, India"
8145,19e,Tambaram bus stand ,600059,12.9233649,80.1207251,"W4FC+87X, Railway Colony, East Tambaram, Tambaram, Chennai, Tamil Nadu 600045, India"
1701,20,Pallikaranai ,600100,12.933071746269334,80.20383114198911,"2, Thulukanathamman Koil St, New Colony, Selvam Nagar, Pallikaranai, Chennai, Tamil Nadu 600100, India"
3087,8,Villivakkam sidco nagar,600049,13.10324310994002,80.19939013198234,"247, Chennai Tiruvallur High Rd, Agathiyar Nagar, Anna Nagar, Chennai, Tamil Nadu 600049, India"
2930,0,Nil,602105,12.996178859340503,79.99173684169871,"XXWR+HJ7, Mevalurkuppam, Tamil Nadu 602117, India"
