user,bus_no,boarding_point_name,pincode,latitude,longitude,address
5907,36C,Porur signal ,600116,13.034217998602417,80.15595149008784,"No:7, First Floor, Kundrathur Main Rd, above Tamilnadu Textiles, Kungumam Nagar, Porur, Chennai, Tamil Nadu 600116, India"
1672,30c,Lakshmi nagar ,600116,13.038205654354806,80.16551587442969,"13-14, Arcot Rd, Sai Nagar, Thiruvium Nagar, Porur, Chennai, Tamil Nadu 600116, India"
2749,33C,Nesappaakkam ,600078,13.041830818222296,80.1932917503869,"18-764, Munusamy Salai, KK Nagar West, K. K. Nagar, Chennai, Tamil Nadu 600078, India"
5583,14,andarkuppum check post,600103,13.192100484954098,80.26949998155743,"1/130, Vaikkadu, Manali New Town, Manali, Chennai, Edayanchavadi, Tamil Nadu 600103, India"
1590,25C,Ramampuram,600125,13.0147876,80.1784375,"407, Link Rd, Ramapuram, River View Colony, Manapakkam, Chennai, Tamil Nadu 600125, India"
360,17,Uthukottai ,602026,13.333876837153309,79.88893964178972,"55, Tirupati Rd, Uthukkottai, Tamil Nadu 602026, India"
7411,11A,Ambattur Telephone Exchange,600058,13.10023096245851,80.16219728353664,"G29, Sidco Industrial Estate, Ambattur, Chennai, Tamil Nadu 600058, India"
515,43,Tirrutani,631209,13.183712354132505,79.61870389284107,"5JM9+G83, Kasinathapuram, Thiruttani, Tamil Nadu 631209, India"
3141,12B,Welding Shop,600099,13.1232845,80.2228044,"23/22, Red Hills Rd, Sri Ganapathi Rao Nagar, Kolathur, Chennai, Tamil Nadu 600082, India"
5819,12c,Retteri Petrol bunk,600099,13.1342176,80.20583810000001,"11, Vallikollaimedu, Bharathi Nagar, Thiruverkadu, Chennai, Tamil Nadu 600099, India"
5774,20a,Camp road,600073,12.922439876171532,80.14203034041822,"202, Velachery Rd, Rajeshwari Nagar, Selaiyur, Chennai, Tamil Nadu 600073, India"
5744,37c,Poonamalle bypass ,600056,13.0377051,80.0974341,"23A, Padmavathi Nagar, Lakshmipuram, Ramachandran Nagar, Poonamallee, Chennai, Tamil Nadu 600056, India"
6081,40C,Kanchipuram Bus Stand,631502,12.8477467,79.7052975,"RPX4+449, Kanchipuram Railway Station Rd, Iyankaran Nagar, Periya, Kanchipuram, Tamil Nadu 631502, India"
3642,35A,Gangai amman Kovil stop,600122,13.038160391624832,80.11313477047267,"Gangai Amman Kovil, Manali Saravana Nagar, Kamatchiamman Nagar, Poonamallee, Chennai, Tamil Nadu 600122, India"
5946,4c,Mehtanagar,600094,13.0605816,80.2261151,"8/17, Bajanai Koil St, Choolaimedu, Chennai, Tamil Nadu 600094, India"
3780,42A,Perambakkam ,631402,13.037480954328537,79.81347725270385,"1/377, Hospital Road, Perambakkam, Tamil Nadu 631402, India"
6397,27C,Pattinapakkam Signal,600028,13.0281016,80.2708074,"52/32, 12th Trust Cross St, Mandavelipakkam, Raja Annamalai Puram, Chennai, Tamil Nadu 600004, India"
8087,18D,Kollumedu ,600062,13.1389433,80.1353638,"36/13, Yamuna Nagar, Saraswati Nagar, Thirumullaivoyal, Chennai, Tamil Nadu 600062, India"
1929,5B,Shrivari Signal,600095,13.061413533306975,80.15128009430289,"2, Poonamallee High Rd, Ganapathy Nagar, Vanagaram, Chennai, Tamil Nadu 600095, India"
272,44,Panapakkam ,631052,12.918431,79.5682459,"11/4, Anna Nagar, Panapakkam, Nedumpuli, Tamil Nadu 631052, India"
6657,13C,Poompuhar Nagar,600099,13.1342176,80.20583810000001,"11, Vallikollaimedu, Bharathi Nagar, Thiruverkadu, Chennai, Tamil Nadu 600099, India"
6704,21C,Jayalakshmi theatre,600088,12.990346234492094,80.20021471603773,"3/2, Parthasarathi Nagar 1st St, Parthasarathy Nagar, Adambakkam, Chennai, Tamil Nadu 600088, India"
3152,20C,"669th 2nd part mylai Balaji nagar,Pallikaranai,Chennai-100",600100,12.9171412,80.1940972,"45, 3rd Street, Perumbakkam, Chennai, Tamil Nadu 600100, India"
3590,10,Vysarapadi jeeva,600039,13.108963469356611,80.25433063165423,"9, AA Rd, Gandhi Nagar, Vyasarpadi, Chennai, Tamil Nadu 600012, India"
7925,26,"Meesapet market, royapettah, chenai -14",600014,13.053364147950532,80.26965986946283,"88/2/195, Peter's Rd, Mirsahibpet, Royapettah, Chennai, Tamil Nadu 600014, India"
470,14,madhavaram ring road ,600060,13.1596214,80.22864589999999,"F1, Ring Road Housing Sector, Madhavaram, Chennai, Tamil Nadu 600060, India"
3176,15A,Bharat petrol bank ,600077,13.068114150314374,80.12784633546234,"349H+63X, Sivan Kovil Rd, Balaji Nagar, Thiruverkadu, Chennai, Tamil Nadu 600077, India"
5772,25C,Ramapuram signal,600089,13.020524,80.184243,"Old Survey No 32/21, Mount Poonamallee Rd, Parthasarathy Nagar, Manapakkam, Chennai, Tamil Nadu 600125, India"
225,11A,DRJ(Thathankuppam),600099,13.11888614225832,80.1987624246228,"200ft, Jawaharlal Nehru Salai, near HP Petrol Station, Thathan Kuppam, Villivakkam, Chennai, Tamil Nadu 600076, India"
6913,3c,Shenoy nagar ,600030,13.0786997,80.2251345,"Shenoy Nagar, 3rd Cross St E, Bharathi Puram, Shenoy Nagar, Chennai, Tamil Nadu 600030, India"
98,17A,"Manavalanagar, railway station",602002,13.1136444,79.9135912,"4W77+CF3, K K Nagar, Manavalanagar, Tamil Nadu 602002, India"
268,44,Sriperumbudur toll gate ,602105,12.981746073879885,79.96811404333944,"Karanthangal, Tamil Nadu 602117, India"
4326,3,Choolai ,600112,13.089709792323443,80.26082524229979,"Chettiar Complex, 41, Kalathiappa St, Choolai, Chennai, Tamil Nadu 600012, India"
2211,25c,Besant Nagar bus depot ,600090,13.0002927,80.2666982,"2728+4M8 Bessy, RBI Quarters, Besant Nagar, Chennai, Tamil Nadu 600090, India"
5773,5A,Maduravoyal Ration shop ,600095,13.066668345146216,80.17508844151078,"467, Nh48, Vishwas Nagar, Maduravoyal, Chennai, Tamil Nadu 600107, India"
1559,40,Tollgate,631501,12.8226415,79.7304573,"15/127, Thrivulluvar Nagar, Kanchipuram, Tamil Nadu 631601, India"
4323,37,Mgr statue ,600056,13.04425763831775,80.1154653648466,"8/127, Kundrathur Main Rd, MSS Nagar, Kumunanchavadi, Chennai, Tamil Nadu 600056, India"
4839,8C,Waves,600101,13.08711233010624,80.19510074262512,"31, West, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India"
3140,28,Valluvarkottam ,600034,13.052629347217506,80.24026948490472,"Kodambakkam high road, no 154, Vaikundapuram 2nd St, Kakkan Colony, Darmapuram, Nungambakkam, Chennai, Tamil Nadu 600034, India"
4291,41A,Bagaveli koot road ,632508,12.906640013349968,79.41244590546873,"No 3 Near Tollgate, Walajapet, Walajapet, Bagaveli, Tamil Nadu 632513, India"
417,31,Srm hospital,600033,13.0418126,80.2247068,"Thambiah Road, 68, Duraiswamy Subway, Gokulam Colony, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033, India"
7009,3,Gangadeeswarar Koil,600012,13.093299456328054,80.25391836846451,"63/29, Kosapet, Purasaiwakkam, Chennai, Tamil Nadu 600012, India"
6009,18B,Sekkadu,600072,13.0915772,80.0702555,"43F4+7VWChennai - Thiruttani, Chennai - Thiruttani - Renigunta Hwy, Soranjeri, Tamil Nadu 600072, India"
2729,5,Razzak Garden Main Rd,600106,13.0716288,80.2148135,"85, Razzak Garden Main Rd, Pp Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India"
1592,40A,Ekanampettai busstand,631601,12.80432298561608,79.76856735487935,"Main Road, Tamil Nadu 631601, India"
3275,28C,Near Lakshman Shruthi,600083,13.044212717565213,80.21075736720788,"9, Flat -1, PT Rajan Road, 18th Ave, Sector 10, Sector 13, K. K. Nagar, Chennai, Tamil Nadu 600083, India"
3089,11c,Korattur police station,600080,13.1077972,80.1863353,"455P+4HJ, TNHB Colony, Korattur, Chennai, Tamil Nadu 600050, India"
7013,37B,Karaiyanchavadi ,600122,13.046634502116024,80.11155095177149,"60/36/351, Karayanchavadi, Chennai, Tamil Nadu 600056, India"
5806,15c,Chittukadu bus stop,600072,13.0895146,80.0491263,"32QX+XJ5, Sitharkadu, Soranjeri, Tamil Nadu 600072, India"
5752,15A,Vellappanchavadi ,600077,13.060691435706769,80.13648264846483,"346P+8JM, NH 48, Maccana Industrial Estate, Madhiravedu, Poonamallee, Chennai, Tamil Nadu 600077, India"
3120,15D,Ganesh Bhavan,600077,13.11467562075012,80.12617893850512,"447G+RCM, Station Rd, Jyothi Nagar, Annanur, Ambattur, Chennai, Tamil Nadu 600109, India"
6055,40B,"Mungil mandapam, Kanchipuram ",631501,12.8301941,79.7012218,"24g, Madam St, Pillaiyarpalayam, Kanchipuram, Tamil Nadu 631501, India"
2791,9A,DR super market ,600037,13.0835569,80.1730553,"Pukazhenthi Salai, No 2/335, Mogappair West, Mohanram Nagar, Mogappair, Chennai, Tamil Nadu 600037, India"
241,28,Valluvarkottam,600034,13.05960080195466,80.24775438786662,"Taj Coramandel, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034, India"
