user,bus_no,boarding_point_name,pincode,latitude,longitude,address
8813,,,600019,13.152434662495407,80.29962049142871,"7B, Kaladipet, Tiruvottiyur, Chennai, Tamil Nadu 600019, India"
11245,,,600023,13.09764482559838,80.24028585408905,"53/17 & 55/18,15/1/18/1, ICF South Colony, Venkatesapuram Colony, Ayanavaram, Chennai, Tamil Nadu 600023, India"
10273,,,600118,13.1261096,80.2491749,"8/4, Ethiraj Samy Salai Rd, Erukkanchery, Rajiv Gandhi Nagar, Kodungaiyur, Chennai, Tamil Nadu 600118, India"
8795,,,600016,13.00904228418893,80.2040302208388,"10, Chennai - Theni Hwy, Ramapuram, Guindy Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032, India"
9226,,,600005,13.0587341,80.2740342,"1, Triplicane High Rd, Triplicane, Chennai, Tamil Nadu 600005, India"
10855,,,600091,12.961175411351856,80.18762171598175,"1/1, Iyappa Nagar, Keelkattalai, Chennai, Tamil Nadu 600091, India"
8339,,,602001,13.1226901,79.91176899999999,"4WF6+3PC, Tiruvallur, Kakkalur, Tamil Nadu 602001, India"
10963,,,600071,13.089011,80.1098805,"34Q5+JX Avadi, Tamil Nadu, India"
8472,,,600071,13.1080632,80.0977002,"No 22, 55, 9th St, Kumaran Nagar East, Kamaraj Nagar, Avadi, Tamil Nadu 600071, India"
9012,,,602106,12.9259146,79.88007669999999,"WVGJ+929, Sunguvarchatram, Tamil Nadu 602106, India"
8623,,,600019,13.152359887834193,80.30162876138476,"19a, Market Ln, ABC Avenue, Sbi Colony, Tondiarpet, Chennai, Tamil Nadu 600019, India"
9797,,,600042,12.982583643859586,80.22203081255032,"No. 1, Dandeeshwaram Main Rd, Ram Nagar, Karnam Street, Dhadeswaram Nagar, Velachery, Chennai, Tamil Nadu 600042, India"
10344,,,600095,13.067102714008602,80.17579397100336,"211, Poonamallee High Rd, Vishwas Nagar, Maduravoyal, Chennai, Tamil Nadu 95, India"
11424,,,600063,9.974016142545036,78.1385021163,"6, Thirumalai Nagar 2nd St, Velnagar, Tiruppalai, Madurai, Tamil Nadu 625014, India"
11426,,,600053,13.1173713,80.15703309999999,"127, Kalli Kuppam Rd, Venkatapuram, Prithvi Pakkam, Ambattur, Chennai, Tamil Nadu 600053, India"
11425,,,631502,12.8472749,79.69962369999999,"RMWX+WR Achukattu, Tamil Nadu, India"
10247,,,600037,13.0785923,80.1805661,"A-10, Mogappair Industrial Estate, Paneer Nagar, Mogappair East, Chennai, Tamil Nadu 600037, India"
10479,,,600072,13.113438452934515,80.06266417750132,"4377+94F, Palla St, Thandurai, Pattabiram, Avadi, Tamil Nadu 600072, India"
