cluster_number,original_lat,original_lon,snapped_lat,snapped_lon,route_name,route_type,route_id,snap_distance_meters,num_students
0,13.084817214415455,80.10961751376166,13.0845832,80.1087474,Highway_unknown,highway,,97.77,14
1,12.83388819539956,79.69386027037821,12.8395342,79.6985721,Highway_unknown,highway,,809.38,7
2,13.1260951005328,80.21301708676313,13.1286933,80.2116516,Highway_unknown,highway,,324.55,3
3,12.931353794635443,80.16009412807357,12.92341,80.1594466,Highway_unknown,highway,,886.09,3
4,13.07213723253566,79.67077158204012,13.0723783,79.6717616,Highway_unknown,highway,,110.53,7
5,13.123960437953466,79.9116134806119,13.1239342,79.9116134,Highway_unknown,highway,,2.92,14
6,13.026509896707308,80.17370621836814,13.0264663,80.173664,Highway_unknown,highway,,6.66,7
7,12.686625673245358,79.98040806287256,12.6868466,79.9830933,Highway_unknown,highway,,292.33,2
8,13.324734885892346,80.1854898334635,13.3209431,80.1829242,Highway_unknown,highway,,504.81,3
9,13.066105670157036,80.21237847752127,13.065318333333334,80.21098166666667,Highway_unknown,highway,,174.8,9
11,13.099090620386482,80.25196941671756,13.0993497,80.2514076,Highway_unknown,highway,,67.32,5
12,13.333914739300807,79.89193482549305,13.3338332,79.8919677,Highway_unknown,highway,,9.74,7
13,13.041086309938374,80.08023243731373,13.042585,80.0857733,Highway_unknown,highway,,622.93,2
14,13.165010903134698,80.30182793842886,13.1647633,80.3035033,Highway_unknown,highway,,183.47,7
15,12.954897265946164,79.94251282597855,12.9558336,79.9421691,Highway_unknown,highway,,110.58,6
17,12.907736898402074,80.09580821740613,12.9069133,80.0966233,Highway_unknown,highway,,127.25,2
18,12.923106958647956,79.56615427769272,12.923367,79.5680713,Highway_unknown,highway,,209.77,4
19,13.0402077973174,80.1262929086748,13.0412662,80.1267337,Highway_unknown,highway,,127.01,9
20,13.123264509943136,80.03645039421988,13.1234,80.03183833333334,Highway_unknown,highway,,499.67,3
