user,email,department,student_lat,student_lon,cluster_id,centroid_lat,centroid_lon,road_distance_km,walking_distance_km,walking_layer,within_distance_limit
5009,N/A,N/A,12.8237801,79.6925801,0,12.823176613337619,79.69073598260717,0.441,0.424,best,True
912,N/A,N/A,12.8233461,79.6907262,0,12.823176613337619,79.69073598260717,0.216,0.216,best,True
7005,N/A,N/A,12.8246847,79.688434,0,12.823176613337619,79.69073598260717,0.691,0.691,best,True
3365,N/A,N/A,12.821978259031004,79.69309800250257,0,12.823176613337619,79.69073598260717,0.379,0.379,best,True
6790,N/A,N/A,12.8255532,79.6890112,0,12.823176613337619,79.69073598260717,0.647,0.647,best,True
3730,N/A,N/A,12.8211606,79.69248,0,12.823176613337619,79.69073598260717,0.882,0.603,best,True
4304,N/A,N/A,12.821733334332324,79.6888223757476,0,12.823176613337619,79.69073598260717,0.842,0.84,best,True
11334,N/A,N/A,12.8191776,79.6915252,1,12.817736862143246,79.69287794229993,0.28,0.28,best,True
8669,N/A,N/A,12.8180093,79.6930026,1,12.817736862143246,79.69287794229993,0.031,0.031,best,True
11335,N/A,N/A,12.818565586402968,79.69022118815312,1,12.817736862143246,79.69287794229993,0.363,0.363,best,True
10515,N/A,N/A,12.813913767519644,79.69344678612391,1,12.817736862143246,79.69287794229993,0.701,0.633,best,True
9895,N/A,N/A,12.818032467634316,79.69075433888275,1,12.817736862143246,79.69287794229993,0.315,0.315,best,True
2686,N/A,N/A,12.819196029646552,79.6943239369403,1,12.817736862143246,79.69287794229993,0.227,0.227,best,True
5622,N/A,N/A,12.8197991,79.69102529999999,1,12.817736862143246,79.69287794229993,0.368,0.368,best,True
11,N/A,N/A,12.817999938362563,79.69284463171506,1,12.817736862143246,79.69287794229993,0.025,0.025,best,True
2214,N/A,N/A,12.81789445416836,79.692829782055,1,12.817736862143246,79.69287794229993,0.009,0.009,best,True
2500,N/A,N/A,12.817945833035688,79.6928496570909,1,12.817736862143246,79.69287794229993,0.015,0.015,best,True
2942,N/A,N/A,12.817914421618616,79.69280081373238,1,12.817736862143246,79.69287794229993,0.009,0.009,best,True
1776,N/A,N/A,12.81789865735661,79.692688931774,1,12.817736862143246,79.69287794229993,0.001,0.001,best,True
681,N/A,N/A,12.817036852429252,79.69213685607521,1,12.817736862143246,79.69287794229993,0.109,0.109,best,True
5120,N/A,N/A,12.8190871,79.6938828,1,12.817736862143246,79.69287794229993,0.202,0.203,best,True
6302,N/A,N/A,12.817933442165137,79.69279387684159,1,12.817736862143246,79.69287794229993,0.01,0.01,best,True
1180,N/A,N/A,12.8175186,79.6931881,1,12.817736862143246,79.69287794229993,0.074,0.074,best,True
5333,N/A,N/A,12.817076117948208,79.69457816835913,1,12.817736862143246,79.69287794229993,0.231,0.231,best,True
501,N/A,N/A,12.817905945858673,79.69281560205802,1,12.817736862143246,79.69287794229993,0.009,0.009,best,True
5380,N/A,N/A,12.817833618072648,79.69277644347841,1,12.817736862143246,79.69287794229993,0.0,0.0,best,True
7205,N/A,N/A,12.8175186,79.6931881,1,12.817736862143246,79.69287794229993,0.074,0.074,best,True
7490,N/A,N/A,12.8175186,79.6931881,1,12.817736862143246,79.69287794229993,0.074,0.074,best,True
6266,N/A,N/A,12.817883139560468,79.69271852805379,1,12.817736862143246,79.69287794229993,0.0,0.0,best,True
5470,N/A,N/A,12.8175186,79.6931881,1,12.817736862143246,79.69287794229993,0.074,0.074,best,True
2090,N/A,N/A,12.81749256256314,79.69324484362228,1,12.817736862143246,79.69287794229993,0.08,0.08,best,True
6281,N/A,N/A,12.817916654174892,79.69270629813187,1,12.817736862143246,79.69287794229993,0.002,0.002,best,True
1737,N/A,N/A,12.817593502570505,79.69073019261215,1,12.817736862143246,79.69287794229993,0.326,0.326,best,True
4590,N/A,N/A,12.8168067,79.69348130000002,1,12.817736862143246,79.69287794229993,0.483,0.21,best,True
11263,N/A,N/A,12.821500815559098,79.69784797717149,2,12.82226246345043,79.69776678760653,0.211,0.211,best,True
11293,N/A,N/A,12.8228144,79.6984418,2,12.82226246345043,79.69776678760653,0.324,0.27,best,True
4650,N/A,N/A,12.821768787469727,79.69824130280243,2,12.82226246345043,79.69776678760653,0.159,0.159,best,True
7575,N/A,N/A,12.8228144,79.6984418,2,12.82226246345043,79.69776678760653,0.324,0.27,best,True
1218,N/A,N/A,12.823386,79.6949349,2,12.82226246345043,79.69776678760653,0.425,0.425,best,True
4527,N/A,N/A,12.8198952,79.6990331,2,12.82226246345043,79.69776678760653,0.495,0.441,best,True
7714,N/A,N/A,12.8237643,79.6974132,2,12.82226246345043,79.69776678760653,0.172,0.172,best,True
2970,N/A,N/A,12.8217318,79.6966122,2,12.82226246345043,79.69776678760653,0.376,0.376,best,True
6070,N/A,N/A,12.8237643,79.6974132,2,12.82226246345043,79.69776678760653,0.172,0.172,best,True
4599,N/A,N/A,12.8214008,79.6985172,2,12.82226246345043,79.69776678760653,0.235,0.235,best,True
3370,N/A,N/A,12.821494358376349,79.69786297130439,2,12.82226246345043,79.69776678760653,0.21,0.21,best,True
